  # ell             TT              EE              BB               TE 
 1147   0.1226631E+04   0.1355632E+02   0.1056500E+00  -0.3352360E+02
 1148   0.1225018E+04   0.1352189E+02   0.1056456E+00  -0.3262469E+02
 1149   0.1223358E+04   0.1349225E+02   0.1056719E+00  -0.3172925E+02
 1150   0.1221622E+04   0.1346654E+02   0.1056449E+00  -0.3083681E+02
 1151   0.1219777E+04   0.1344630E+02   0.1056736E+00  -0.2994523E+02
 1152   0.1217916E+04   0.1342914E+02   0.1056518E+00  -0.2905962E+02
 1153   0.1215953E+04   0.1341771E+02   0.1056370E+00  -0.2817738E+02
 1154   0.1213930E+04   0.1341021E+02   0.1056507E+00  -0.2729884E+02
 1155   0.1211864E+04   0.1340796E+02   0.1056563E+00  -0.2642606E+02
 1156   0.1209658E+04   0.1340905E+02   0.1056592E+00  -0.2555626E+02
 1157   0.1207396E+04   0.1341486E+02   0.1056096E+00  -0.2469366E+02
 1158   0.1205145E+04   0.1342566E+02   0.1056119E+00  -0.2383639E+02
 1159   0.1202738E+04   0.1344015E+02   0.1055761E+00  -0.2298496E+02
 1160   0.1200354E+04   0.1345968E+02   0.1055354E+00  -0.2214019E+02
 1161   0.1197757E+04   0.1348345E+02   0.1055836E+00  -0.2130347E+02
 1162   0.1195209E+04   0.1351107E+02   0.1054715E+00  -0.2047423E+02
 1163   0.1192573E+04   0.1354388E+02   0.1055512E+00  -0.1965019E+02
 1164   0.1189868E+04   0.1358040E+02   0.1054832E+00  -0.1883696E+02
 1165   0.1187061E+04   0.1362119E+02   0.1054540E+00  -0.1803110E+02
 1166   0.1184272E+04   0.1366698E+02   0.1054679E+00  -0.1723452E+02
 1167   0.1181339E+04   0.1371624E+02   0.1053934E+00  -0.1644766E+02
 1168   0.1178407E+04   0.1377045E+02   0.1054102E+00  -0.1566997E+02
 1169   0.1175356E+04   0.1382894E+02   0.1053640E+00  -0.1490221E+02
 1170   0.1172229E+04   0.1389096E+02   0.1053294E+00  -0.1414592E+02
 1171   0.1169115E+04   0.1395792E+02   0.1053098E+00  -0.1340036E+02
 1172   0.1165903E+04   0.1402891E+02   0.1052626E+00  -0.1266543E+02
 1173   0.1162632E+04   0.1410391E+02   0.1052351E+00  -0.1194216E+02
 1174   0.1159274E+04   0.1418295E+02   0.1052010E+00  -0.1123265E+02
 1175   0.1155897E+04   0.1426680E+02   0.1051589E+00  -0.1053193E+02
 1176   0.1152436E+04   0.1435408E+02   0.1051202E+00  -0.9844853E+01
 1177   0.1148956E+04   0.1444575E+02   0.1050811E+00  -0.9171206E+01
 1178   0.1145374E+04   0.1454028E+02   0.1050387E+00  -0.8508648E+01
 1179   0.1141767E+04   0.1463941E+02   0.1049960E+00  -0.7859816E+01
 1180   0.1138127E+04   0.1474272E+02   0.1049527E+00  -0.7223903E+01
 1181   0.1134386E+04   0.1484888E+02   0.1049085E+00  -0.6600652E+01
 1182   0.1130643E+04   0.1495875E+02   0.1048567E+00  -0.5989895E+01
 1183   0.1126818E+04   0.1507165E+02   0.1048030E+00  -0.5393089E+01
 1184   0.1122981E+04   0.1518889E+02   0.1047622E+00  -0.4809444E+01
 1185   0.1119080E+04   0.1530901E+02   0.1047140E+00  -0.4240170E+01
 1186   0.1115092E+04   0.1543189E+02   0.1046553E+00  -0.3683493E+01
 1187   0.1111161E+04   0.1555795E+02   0.1046038E+00  -0.3139449E+01
 1188   0.1107138E+04   0.1568740E+02   0.1045494E+00  -0.2610723E+01
 1189   0.1103096E+04   0.1582023E+02   0.1044933E+00  -0.2096135E+01
 1190   0.1099021E+04   0.1595557E+02   0.1044404E+00  -0.1595457E+01
 1191   0.1094835E+04   0.1609223E+02   0.1043807E+00  -0.1107945E+01
 1192   0.1090698E+04   0.1623354E+02   0.1043214E+00  -0.6354762E+00
 1193   0.1086536E+04   0.1637720E+02   0.1042520E+00  -0.1781086E+00
 1194   0.1082336E+04   0.1652330E+02   0.1041942E+00   0.2663721E+00
 1195   0.1078045E+04   0.1667111E+02   0.1041380E+00   0.6931996E+00
 1196   0.1073765E+04   0.1682169E+02   0.1040668E+00   0.1107379E+01
 1197   0.1069459E+04   0.1697426E+02   0.1040007E+00   0.1507489E+01
 1198   0.1065173E+04   0.1713029E+02   0.1039338E+00   0.1890048E+01
 1199   0.1060813E+04   0.1728769E+02   0.1038586E+00   0.2259395E+01
 1200   0.1056399E+04   0.1744672E+02   0.1037836E+00   0.2613464E+01
 1201   0.1052055E+04   0.1760837E+02   0.1037228E+00   0.2950768E+01
 1202   0.1047628E+04   0.1777141E+02   0.1036574E+00   0.3275119E+01
 1203   0.1043240E+04   0.1793673E+02   0.1035806E+00   0.3581071E+01
 1204   0.1038753E+04   0.1810359E+02   0.1035056E+00   0.3872509E+01
 1205   0.1034310E+04   0.1827148E+02   0.1034331E+00   0.4149711E+01
 1206   0.1029867E+04   0.1844185E+02   0.1033409E+00   0.4408172E+01
 1207   0.1025399E+04   0.1861306E+02   0.1032736E+00   0.4652614E+01
 1208   0.1020841E+04   0.1878568E+02   0.1031957E+00   0.4879396E+01
 1209   0.1016426E+04   0.1896042E+02   0.1031167E+00   0.5091259E+01
 1210   0.1011921E+04   0.1913473E+02   0.1030381E+00   0.5287523E+01
 1211   0.1007436E+04   0.1931131E+02   0.1029550E+00   0.5465632E+01
 1212   0.1002915E+04   0.1948862E+02   0.1028680E+00   0.5628157E+01
 1213   0.9984021E+03   0.1966662E+02   0.1027829E+00   0.5774207E+01
 1214   0.9939573E+03   0.1984692E+02   0.1027144E+00   0.5903486E+01
 1215   0.9894215E+03   0.2002662E+02   0.1026288E+00   0.6015796E+01
 1216   0.9849130E+03   0.2020723E+02   0.1025428E+00   0.6111305E+01
 1217   0.9804050E+03   0.2038790E+02   0.1024482E+00   0.6191217E+01
 1218   0.9759623E+03   0.2057089E+02   0.1023472E+00   0.6251682E+01
 1219   0.9714658E+03   0.2075327E+02   0.1022598E+00   0.6296303E+01
 1220   0.9670397E+03   0.2093609E+02   0.1021854E+00   0.6324127E+01
 1221   0.9624978E+03   0.2111887E+02   0.1020991E+00   0.6334815E+01
 1222   0.9580513E+03   0.2130229E+02   0.1020047E+00   0.6327620E+01
 1223   0.9536588E+03   0.2148619E+02   0.1019131E+00   0.6302140E+01
 1224   0.9492215E+03   0.2166944E+02   0.1018261E+00   0.6260695E+01
 1225   0.9448235E+03   0.2185251E+02   0.1017328E+00   0.6200850E+01
 1226   0.9404078E+03   0.2203624E+02   0.1016316E+00   0.6124839E+01
 1227   0.9360699E+03   0.2221961E+02   0.1015453E+00   0.6030221E+01
 1228   0.9317459E+03   0.2240271E+02   0.1014534E+00   0.5919695E+01
 1229   0.9273801E+03   0.2258481E+02   0.1013579E+00   0.5792389E+01
 1230   0.9230846E+03   0.2276712E+02   0.1012594E+00   0.5648380E+01
 1231   0.9188070E+03   0.2294912E+02   0.1011665E+00   0.5487995E+01
 1232   0.9145212E+03   0.2313026E+02   0.1010728E+00   0.5312951E+01
 1233   0.9103268E+03   0.2331094E+02   0.1009777E+00   0.5119994E+01
 1234   0.9060800E+03   0.2349036E+02   0.1008834E+00   0.4913612E+01
 1235   0.9019172E+03   0.2366962E+02   0.1007835E+00   0.4689902E+01
 1236   0.8977661E+03   0.2384815E+02   0.1006870E+00   0.4452537E+01
 1237   0.8936256E+03   0.2402517E+02   0.1005889E+00   0.4197141E+01
 1238   0.8894925E+03   0.2420146E+02   0.1004896E+00   0.3932755E+01
 1239   0.8854617E+03   0.2437705E+02   0.1003938E+00   0.3651403E+01
 1240   0.8814170E+03   0.2455105E+02   0.1002946E+00   0.3354259E+01
 1241   0.8774234E+03   0.2472421E+02   0.1001966E+00   0.3045643E+01
 1242   0.8734436E+03   0.2489569E+02   0.1000987E+00   0.2721137E+01
 1243   0.8694808E+03   0.2506533E+02   0.1000003E+00   0.2384286E+01
 1244   0.8656120E+03   0.2523514E+02   0.9989683E-01   0.2033668E+01
 1245   0.8617254E+03   0.2540219E+02   0.9979775E-01   0.1670069E+01
 1246   0.8579052E+03   0.2556803E+02   0.9969871E-01   0.1294342E+01
 1247   0.8541188E+03   0.2573246E+02   0.9959658E-01   0.9052342E+00
 1248   0.8503685E+03   0.2589463E+02   0.9950566E-01   0.5051059E+00
 1249   0.8466525E+03   0.2605532E+02   0.9938716E-01   0.9064272E-01
 1250   0.8429673E+03   0.2621446E+02   0.9931985E-01  -0.3335808E+00
 1251   0.8393003E+03   0.2637062E+02   0.9919254E-01  -0.7689938E+00
 1252   0.8357838E+03   0.2652656E+02   0.9909559E-01  -0.1219305E+01
 1253   0.8322160E+03   0.2667885E+02   0.9902718E-01  -0.1674950E+01
 1254   0.8287276E+03   0.2682977E+02   0.9885973E-01  -0.2146843E+01
 1255   0.8252647E+03   0.2697827E+02   0.9885305E-01  -0.2625782E+01
 1256   0.8218028E+03   0.2712365E+02   0.9867047E-01  -0.3113512E+01
 1257   0.8184953E+03   0.2726843E+02   0.9859118E-01  -0.3617913E+01
 1258   0.8151825E+03   0.2740965E+02   0.9851975E-01  -0.4127187E+01
 1259   0.8119221E+03   0.2754873E+02   0.9835858E-01  -0.4649139E+01
 1260   0.8086907E+03   0.2768509E+02   0.9834023E-01  -0.5177085E+01
 1261   0.8055585E+03   0.2781916E+02   0.9818599E-01  -0.5718256E+01
 1262   0.8024081E+03   0.2795008E+02   0.9814036E-01  -0.6266270E+01
 1263   0.7993870E+03   0.2807862E+02   0.9805657E-01  -0.6822127E+01
 1264   0.7963716E+03   0.2820407E+02   0.9795243E-01  -0.7388248E+01
 1265   0.7934071E+03   0.2832666E+02   0.9781843E-01  -0.7960939E+01
 1266   0.7905359E+03   0.2844671E+02   0.9768639E-01  -0.8542832E+01
 1267   0.7877045E+03   0.2856353E+02   0.9763224E-01  -0.9130903E+01
 1268   0.7848980E+03   0.2867697E+02   0.9752154E-01  -0.9727932E+01
 1269   0.7821836E+03   0.2878719E+02   0.9744259E-01  -0.1033034E+02
 1270   0.7795163E+03   0.2889483E+02   0.9733664E-01  -0.1094190E+02
 1271   0.7769279E+03   0.2899864E+02   0.9724771E-01  -0.1155931E+02
 1272   0.7743387E+03   0.2909926E+02   0.9715237E-01  -0.1218247E+02
 1273   0.7718849E+03   0.2919648E+02   0.9705417E-01  -0.1281287E+02
 1274   0.7694548E+03   0.2929069E+02   0.9696635E-01  -0.1344884E+02
 1275   0.7670829E+03   0.2938099E+02   0.9687905E-01  -0.1409085E+02
 1276   0.7648196E+03   0.2946781E+02   0.9677208E-01  -0.1474010E+02
 1277   0.7625172E+03   0.2954983E+02   0.9669930E-01  -0.1538804E+02
 1278   0.7603585E+03   0.2962946E+02   0.9660012E-01  -0.1604563E+02
 1279   0.7582886E+03   0.2970578E+02   0.9650422E-01  -0.1671058E+02
 1280   0.7562682E+03   0.2977808E+02   0.9644552E-01  -0.1737594E+02
 1281   0.7542427E+03   0.2984597E+02   0.9633048E-01  -0.1804722E+02
 1282   0.7523245E+03   0.2991080E+02   0.9626728E-01  -0.1872038E+02
 1283   0.7504595E+03   0.2997191E+02   0.9618448E-01  -0.1939782E+02
 1284   0.7487041E+03   0.3003001E+02   0.9610663E-01  -0.2007912E+02
 1285   0.7469734E+03   0.3008379E+02   0.9600886E-01  -0.2076262E+02
 1286   0.7452230E+03   0.3013362E+02   0.9589199E-01  -0.2144993E+02
 1287   0.7436529E+03   0.3018066E+02   0.9584201E-01  -0.2213666E+02
 1288   0.7420891E+03   0.3022353E+02   0.9567014E-01  -0.2282794E+02
 1289   0.7406049E+03   0.3026315E+02   0.9568737E-01  -0.2351856E+02
 1290   0.7391537E+03   0.3029936E+02   0.9552096E-01  -0.2421231E+02
 1291   0.7378105E+03   0.3033065E+02   0.9548552E-01  -0.2490572E+02
 1292   0.7364667E+03   0.3035976E+02   0.9543519E-01  -0.2560020E+02
 1293   0.7352556E+03   0.3038495E+02   0.9528627E-01  -0.2629600E+02
 1294   0.7339836E+03   0.3040614E+02   0.9528453E-01  -0.2698862E+02
 1295   0.7329045E+03   0.3042431E+02   0.9515512E-01  -0.2768476E+02
 1296   0.7317934E+03   0.3043846E+02   0.9510157E-01  -0.2837960E+02
 1297   0.7307536E+03   0.3044909E+02   0.9503401E-01  -0.2907277E+02
 1298   0.7297859E+03   0.3045641E+02   0.9493071E-01  -0.2976574E+02
 1299   0.7288388E+03   0.3045948E+02   0.9487897E-01  -0.3045691E+02
 1300   0.7280421E+03   0.3046029E+02   0.9479085E-01  -0.3114455E+02
 1301   0.7272308E+03   0.3045664E+02   0.9472357E-01  -0.3183237E+02
 1302   0.7264381E+03   0.3044975E+02   0.9465205E-01  -0.3251491E+02
 1303   0.7257334E+03   0.3043839E+02   0.9457297E-01  -0.3319745E+02
 1304   0.7251173E+03   0.3042522E+02   0.9450829E-01  -0.3387685E+02
 1305   0.7245223E+03   0.3040768E+02   0.9443655E-01  -0.3455237E+02
 1306   0.7239983E+03   0.3038684E+02   0.9436859E-01  -0.3522442E+02
 1307   0.7234855E+03   0.3036189E+02   0.9430137E-01  -0.3589206E+02
 1308   0.7230351E+03   0.3033407E+02   0.9423815E-01  -0.3655588E+02
 1309   0.7226906E+03   0.3030309E+02   0.9416690E-01  -0.3721654E+02
 1310   0.7223422E+03   0.3026832E+02   0.9409592E-01  -0.3787158E+02
 1311   0.7220680E+03   0.3022929E+02   0.9404662E-01  -0.3852025E+02
 1312   0.7217861E+03   0.3018763E+02   0.9398088E-01  -0.3916507E+02
 1313   0.7215953E+03   0.3014257E+02   0.9391757E-01  -0.3980496E+02
 1314   0.7215435E+03   0.3009477E+02   0.9385885E-01  -0.4043742E+02
 1315   0.7214117E+03   0.3004192E+02   0.9380350E-01  -0.4106370E+02
 1316   0.7213750E+03   0.2998623E+02   0.9374107E-01  -0.4168387E+02
 1317   0.7213947E+03   0.2992789E+02   0.9368261E-01  -0.4229793E+02
 1318   0.7214362E+03   0.2986542E+02   0.9362864E-01  -0.4290352E+02
 1319   0.7215834E+03   0.2980057E+02   0.9357781E-01  -0.4350284E+02
 1320   0.7216726E+03   0.2973126E+02   0.9351721E-01  -0.4409572E+02
 1321   0.7219026E+03   0.2965925E+02   0.9346698E-01  -0.4467834E+02
 1322   0.7221305E+03   0.2958418E+02   0.9341284E-01  -0.4525401E+02
 1323   0.7224459E+03   0.2950490E+02   0.9335390E-01  -0.4582061E+02
 1324   0.7227217E+03   0.2942257E+02   0.9330749E-01  -0.4637763E+02
 1325   0.7231149E+03   0.2933815E+02   0.9326092E-01  -0.4692758E+02
 1326   0.7235297E+03   0.2924933E+02   0.9320578E-01  -0.4746702E+02
 1327   0.7240063E+03   0.2915773E+02   0.9314593E-01  -0.4799726E+02
 1328   0.7245068E+03   0.2906271E+02   0.9310113E-01  -0.4851829E+02
 1329   0.7249926E+03   0.2896416E+02   0.9306794E-01  -0.4902626E+02
 1330   0.7256259E+03   0.2886345E+02   0.9302820E-01  -0.4952796E+02
 1331   0.7262460E+03   0.2875850E+02   0.9298664E-01  -0.5001620E+02
 1332   0.7268653E+03   0.2865060E+02   0.9293901E-01  -0.5049378E+02
 1333   0.7275409E+03   0.2854021E+02   0.9288482E-01  -0.5096333E+02
 1334   0.7283490E+03   0.2842649E+02   0.9284432E-01  -0.5141827E+02
 1335   0.7291150E+03   0.2831021E+02   0.9281016E-01  -0.5186475E+02
 1336   0.7299400E+03   0.2819113E+02   0.9277736E-01  -0.5229971E+02
 1337   0.7307045E+03   0.2806672E+02   0.9273542E-01  -0.5272240E+02
 1338   0.7316339E+03   0.2794295E+02   0.9269829E-01  -0.5313484E+02
 1339   0.7325548E+03   0.2781565E+02   0.9266115E-01  -0.5353640E+02
 1340   0.7334798E+03   0.2768533E+02   0.9262027E-01  -0.5392597E+02
 1341   0.7344576E+03   0.2755250E+02   0.9258661E-01  -0.5430416E+02
 1342   0.7354215E+03   0.2741646E+02   0.9256309E-01  -0.5467054E+02
 1343   0.7364600E+03   0.2727993E+02   0.9252538E-01  -0.5502797E+02
 1344   0.7375176E+03   0.2713997E+02   0.9249560E-01  -0.5537033E+02
 1345   0.7385838E+03   0.2699787E+02   0.9246663E-01  -0.5570316E+02
 1346   0.7396824E+03   0.2685299E+02   0.9242259E-01  -0.5602140E+02
 1347   0.7408314E+03   0.2670702E+02   0.9238251E-01  -0.5633203E+02
 1348   0.7419016E+03   0.2655887E+02   0.9235942E-01  -0.5662998E+02
 1349   0.7430906E+03   0.2640796E+02   0.9234020E-01  -0.5691469E+02
 1350   0.7442575E+03   0.2625526E+02   0.9231131E-01  -0.5718700E+02
 1351   0.7454742E+03   0.2610129E+02   0.9228462E-01  -0.5744859E+02
 1352   0.7466867E+03   0.2594534E+02   0.9225616E-01  -0.5769773E+02
 1353   0.7478851E+03   0.2578777E+02   0.9222398E-01  -0.5793477E+02
 1354   0.7491577E+03   0.2562769E+02   0.9220726E-01  -0.5816007E+02
 1355   0.7504295E+03   0.2546692E+02   0.9218460E-01  -0.5837278E+02
 1356   0.7517026E+03   0.2530446E+02   0.9215790E-01  -0.5857250E+02
 1357   0.7530082E+03   0.2514079E+02   0.9213572E-01  -0.5876251E+02
 1358   0.7542400E+03   0.2497495E+02   0.9211517E-01  -0.5893611E+02
 1359   0.7555293E+03   0.2480808E+02   0.9209266E-01  -0.5909976E+02
 1360   0.7569052E+03   0.2464047E+02   0.9207089E-01  -0.5925154E+02
 1361   0.7582088E+03   0.2447129E+02   0.9204928E-01  -0.5939049E+02
 1362   0.7595674E+03   0.2430129E+02   0.9203719E-01  -0.5951670E+02
 1363   0.7608103E+03   0.2412946E+02   0.9201284E-01  -0.5962725E+02
 1364   0.7621506E+03   0.2395715E+02   0.9199034E-01  -0.5973102E+02
 1365   0.7635132E+03   0.2378451E+02   0.9197400E-01  -0.5981787E+02
 1366   0.7648827E+03   0.2361058E+02   0.9196832E-01  -0.5989318E+02
 1367   0.7661798E+03   0.2343544E+02   0.9194983E-01  -0.5995629E+02
 1368   0.7675212E+03   0.2326009E+02   0.9192814E-01  -0.6000634E+02
 1369   0.7688399E+03   0.2308347E+02   0.9191425E-01  -0.6004299E+02
 1370   0.7701880E+03   0.2290688E+02   0.9189278E-01  -0.6006713E+02
 1371   0.7715220E+03   0.2273030E+02   0.9188330E-01  -0.6007904E+02
 1372   0.7728248E+03   0.2255214E+02   0.9186595E-01  -0.6007733E+02
 1373   0.7741528E+03   0.2237452E+02   0.9184795E-01  -0.6006331E+02
 1374   0.7754600E+03   0.2219579E+02   0.9185220E-01  -0.6003533E+02
 1375   0.7767390E+03   0.2201698E+02   0.9181673E-01  -0.5999495E+02
 1376   0.7780274E+03   0.2183852E+02   0.9182480E-01  -0.5994335E+02
 1377   0.7793262E+03   0.2165993E+02   0.9182526E-01  -0.5987473E+02
 1378   0.7805599E+03   0.2148066E+02   0.9176861E-01  -0.5979548E+02
 1379   0.7818524E+03   0.2130244E+02   0.9181951E-01  -0.5970342E+02
 1380   0.7830228E+03   0.2112246E+02   0.9173451E-01  -0.5959410E+02
 1381   0.7843098E+03   0.2094484E+02   0.9178200E-01  -0.5947774E+02
 1382   0.7855346E+03   0.2076634E+02   0.9176253E-01  -0.5934684E+02
 1383   0.7866628E+03   0.2058771E+02   0.9167835E-01  -0.5919884E+02
 1384   0.7878624E+03   0.2041014E+02   0.9176964E-01  -0.5904060E+02
 1385   0.7889962E+03   0.2023264E+02   0.9164945E-01  -0.5886884E+02
 1386   0.7901611E+03   0.2005600E+02   0.9173276E-01  -0.5868419E+02
 1387   0.7912932E+03   0.1987980E+02   0.9168678E-01  -0.5848592E+02
 1388   0.7923521E+03   0.1970395E+02   0.9170301E-01  -0.5827655E+02
 1389   0.7934026E+03   0.1952836E+02   0.9171295E-01  -0.5805243E+02
 1390   0.7944845E+03   0.1935424E+02   0.9170955E-01  -0.5781492E+02
 1391   0.7954908E+03   0.1918079E+02   0.9170069E-01  -0.5756514E+02
 1392   0.7964956E+03   0.1900799E+02   0.9162569E-01  -0.5730517E+02
 1393   0.7974558E+03   0.1883563E+02   0.9163372E-01  -0.5703038E+02
 1394   0.7984156E+03   0.1866459E+02   0.9160468E-01  -0.5674607E+02
 1395   0.7993457E+03   0.1849456E+02   0.9162849E-01  -0.5644851E+02
 1396   0.8002368E+03   0.1832539E+02   0.9160908E-01  -0.5613981E+02
 1397   0.8010797E+03   0.1815683E+02   0.9159722E-01  -0.5582073E+02
 1398   0.8019371E+03   0.1798997E+02   0.9159770E-01  -0.5548871E+02
 1399   0.8027290E+03   0.1782371E+02   0.9158355E-01  -0.5514833E+02
 1400   0.8035684E+03   0.1765994E+02   0.9157716E-01  -0.5479671E+02
 1401   0.8043029E+03   0.1749568E+02   0.9157129E-01  -0.5443244E+02
 1402   0.8050100E+03   0.1733260E+02   0.9155702E-01  -0.5405874E+02
 1403   0.8057264E+03   0.1717247E+02   0.9156376E-01  -0.5367594E+02
 1404   0.8063627E+03   0.1701223E+02   0.9153188E-01  -0.5328192E+02
 1405   0.8070163E+03   0.1685494E+02   0.9151924E-01  -0.5288063E+02
 1406   0.8076164E+03   0.1669722E+02   0.9153980E-01  -0.5246885E+02
 1407   0.8081831E+03   0.1654232E+02   0.9148284E-01  -0.5204826E+02
 1408   0.8087395E+03   0.1638888E+02   0.9151118E-01  -0.5161795E+02
 1409   0.8092874E+03   0.1623677E+02   0.9146654E-01  -0.5117908E+02
 1410   0.8096633E+03   0.1608625E+02   0.9149651E-01  -0.5073159E+02
 1411   0.8101226E+03   0.1593792E+02   0.9148843E-01  -0.5027781E+02
 1412   0.8105559E+03   0.1579023E+02   0.9148574E-01  -0.4981243E+02
 1413   0.8108930E+03   0.1564537E+02   0.9146972E-01  -0.4934122E+02
 1414   0.8112490E+03   0.1550211E+02   0.9139751E-01  -0.4886162E+02
 1415   0.8115190E+03   0.1536002E+02   0.9144628E-01  -0.4837379E+02
 1416   0.8118261E+03   0.1522102E+02   0.9133912E-01  -0.4788064E+02
 1417   0.8120230E+03   0.1508287E+02   0.9138754E-01  -0.4737759E+02
 1418   0.8121923E+03   0.1494720E+02   0.9136264E-01  -0.4687081E+02
 1419   0.8123260E+03   0.1481373E+02   0.9129520E-01  -0.4635497E+02
 1420   0.8125005E+03   0.1468248E+02   0.9139929E-01  -0.4583315E+02
 1421   0.8125378E+03   0.1455269E+02   0.9127589E-01  -0.4530705E+02
 1422   0.8126511E+03   0.1442580E+02   0.9132437E-01  -0.4477171E+02
 1423   0.8124852E+03   0.1430037E+02   0.9129787E-01  -0.4423521E+02
 1424   0.8124910E+03   0.1417762E+02   0.9125396E-01  -0.4368954E+02
 1425   0.8124499E+03   0.1405798E+02   0.9128699E-01  -0.4313784E+02
 1426   0.8123099E+03   0.1393953E+02   0.9122520E-01  -0.4258275E+02
 1427   0.8121509E+03   0.1382360E+02   0.9122757E-01  -0.4202181E+02
 1428   0.8119131E+03   0.1370996E+02   0.9120644E-01  -0.4145708E+02
 1429   0.8116445E+03   0.1360001E+02   0.9117419E-01  -0.4088584E+02
 1430   0.8113797E+03   0.1349160E+02   0.9116946E-01  -0.4031305E+02
 1431   0.8110153E+03   0.1338603E+02   0.9113973E-01  -0.3973381E+02
 1432   0.8106301E+03   0.1328209E+02   0.9111711E-01  -0.3915175E+02
 1433   0.8102295E+03   0.1318227E+02   0.9109729E-01  -0.3856650E+02
 1434   0.8097520E+03   0.1308480E+02   0.9107133E-01  -0.3797808E+02
 1435   0.8092150E+03   0.1298955E+02   0.9105319E-01  -0.3738475E+02
 1436   0.8086551E+03   0.1289653E+02   0.9102153E-01  -0.3678880E+02
 1437   0.8080387E+03   0.1280727E+02   0.9098697E-01  -0.3619017E+02
 1438   0.8074164E+03   0.1272055E+02   0.9097759E-01  -0.3559069E+02
 1439   0.8066289E+03   0.1263735E+02   0.9095691E-01  -0.3498786E+02
 1440   0.8059291E+03   0.1255514E+02   0.9092063E-01  -0.3438163E+02
